NEWID,Income Class,Education,Division,Family Type,Transportation,Food,Rented Dwelling,Entertainment,Eat Out,Alcohol Beverages,Fuel,Babysitting and Childcare,Furniture,Apparel,Male Clothing,Men Clothing,Footwear,Other Apparel,Cars and Trucks,Gas,Public Transportation,Pet and Toy,Personal Care,Household Textiles,Reading,Boy Clothing,Girl Clothing,Child Clothing
4653251,6,14,1,3,1182,1126.6667,1500,86,260,0,0,160,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0
4653621,5,15,1,9,30,888.3333,775,96,325,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0
4653931,2,13,1,8,6.6667,346.6667,800,30,0,0,0,0,0,90,0,0,50,40,0,0,6.6667,30,0,0,0,0,0,0
4655201,7,12,1,9,125,260,898,58,86.6667,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
4655331,5,16,1,1,201.6667,619.6667,0,256,216.6667,117,125,0,0,43,0,0,0,0,0,120,0,65,0,0,69,0,0,0
4655731,5,16,1,1,2415,758.3333,0,83,216.6667,50,0,0,0,0,0,0,0,0,0,350,0,50,10,200,0,0,0,0
4656481,4,15,1,8,12,498.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,100,0,0,0,0
4656761,4,13,1,8,658,650,0,0,433.3333,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4656771,4,15,1,8,100,456,1520,123,108.3333,100,0,0,0,21,0,0,21,0,0,100,0,0,0,0,0,0,0,0
4657021,6,16,1,1,138,606.6667,0,159,173.3333,40,0,0,0,0,0,0,0,0,0,130,0,0,55,0,0,0,0,0
4657931,3,11,1,9,225.3333,1473.3333,1000,0,346.6667,0,0,0,0,10,0,0,0,10,0,0,225.3333,0,0,0,0,0,0,0
4658531,6,16,1,2,306,1178.6667,0,165,398.6667,40,0,1774,0,199,0,0,0,0,0,50,0,0,0,0,107,0,0,199
4659221,1,13,1,6,405,931.6667,1100,130,151.6667,0,0,0,0,135,105,105,0,0,0,275,0,0,120,0,0,0,30,0
4660841,6,13,1,8,450.6667,606.6667,0,130,216.6667,35,0,0,0,0,0,0,0,0,0,0,0,0,50,0,350,0,0,0
4660931,4,12,1,9,290,758.3333,0,119,325,5,0,0,0,0,0,0,0,0,0,50,0,0,40,0,0,0,0,0
4660981,3,10,1,5,296,953.3333,1633.3333,109,0,0,0,0,0,60,0,0,0,60,0,0,296,0,0,0,0,0,0,0
4661171,5,16,1,1,351.3333,1061.6667,0,143,21.6667,20,0,0,0,150,0,0,150,0,0,7,0,0,0,0,124,0,0,0
4661211,6,15,1,3,923,1278.3333,0,219,108.3333,50,0,0,1600,16.6667,0,0,0,16.6667,0,250,0,0,33.3333,0,0,0,0,0
4662191,7,16,1,1,492,476.6667,1365,64,216.6667,80,0,0,0,0,0,0,0,0,0,50,0,0,63.3333,0,0,0,0,0
4662211,2,12,1,1,50,520,0,157,86.6667,0,425,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
4662471,2,16,1,9,50,476.6667,0,0,43.3333,0,229,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
4662701,7,12,1,8,0,560,0,130,149.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4663191,7,11,1,1,40,459.3333,0,97,86.6667,0,300,0,0,0,0,0,0,0,0,40,0,0,10,0,0,0,0,0
4679001,6,15,1,9,1535.6667,2891.3333,0,1234,1444.6667,1106,500,0,0,150,0,0,0,0,0,1200,0,235,60,0,0,0,0,0
4679871,5,16,1,1,2141,1863.3333,2499,530,866.6667,60,0,0,0,70,0,0,0,30,0,480,0,510,133.3333,150,0,0,0,0
4680321,4,14,1,7,412,1083.3333,2200,263,173.3333,0,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0
4680463,6,16,1,9,1209,1256.6667,0,400,346.6667,20,0,0,0,0,0,0,0,0,0,600,0,400,40,0,0,0,0,0
4681321,7,16,1,5,456,1560,0,114,0,1120,269,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
4681494,3,15,1,8,300,628.6667,3400,362,86.6667,30,0,0,1125,20,0,0,0,20,0,80,20,0,20,453,0,0,0,0
4683161,6,16,1,1,1345,2383.3333,0,66,390,166.6667,500,0,0,393,178,178,0,215,0,800,0,0,96.6667,0,30,0,0,0
4683481,3,15,1,1,911,476.6667,0,330,0,0,340,0,0,0,0,0,0,0,0,120,0,90,65.6667,0,149,0,0,0
4683901,5,15,1,3,812,3380,0,140,780,0,222,0,0,326,0,0,246,80,0,300,0,110,100,0,50,0,0,0
4684901,7,15,1,4,0,1814,0,272,433.3333,40,640,0,0,300,100,71,200,0,0,0,0,100,120,0,0,29,0,0
4685281,6,16,1,3,472.3333,3133.3333,0,258,1400,300,0,4000,0,135,0,0,135,0,0,240,0,0,0,0,60,0,0,0
4686091,7,16,1,4,2075,1635.3333,0,1134,520,100,220,0,0,75,0,0,75,0,0,200,0,200,133.3333,0,84,0,0,0
4686841,2,11,1,8,1495,1646.6667,311.3333,280,303.3333,120,0,0,1131,24,0,0,24,0,0,200,0,84,0,59,0,0,0,0
4686911,7,13,1,9,523,1092,769,194,693.3333,0,0,0,0,80,0,0,0,80,0,160,0,0,0,0,0,0,0,0
4687341,7,16,1,1,1253,1603.3333,0,179,0,0,577,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0
4688111,6,12,1,1,125,1603.3333,0,26268,0,80,800,0,0,500,0,0,500,0,0,0,0,0,0,0,0,0,0,0
4688631,5,13,1,3,525,1386.6667,0,80,216.6667,0,500,0,1300,0,0,0,0,0,0,200,0,80,0,0,0,0,0,0
4688791,6,14,1,1,1136.6667,1993.3333,0,468,433.3333,500,0,0,0,70,0,0,70,0,0,200,0,0,246.6667,0,114,0,0,0
4689331,5,14,1,1,1474.6667,2686.6667,0,2430,1516.6667,0,0,0,0,394,44,44,0,0,0,240,0,75,90.6667,0,0,0,0,0
4689821,3,11,1,8,270.3333,1040,0,206,433.3333,0,795,0,0,116,104,104,0,0,0,80,0,0,0,0,3,0,12,0
4690501,5,13,1,9,1182,1170,3000,476,303.3333,60,0,0,0,160,0,0,0,120,0,300,0,0,40,0,0,0,0,0
4214964,3,12,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215264,3,13,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215344,5,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215454,2,12,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215494,5,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215974,6,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4215994,4,12,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216014,4,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216164,2,15,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216194,6,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216214,6,13,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216784,7,15,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216884,6,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217374,3,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4217694,5,15,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4218634,6,10,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219364,6,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219574,3,13,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219604,4,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219694,5,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4219964,4,13,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220174,7,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220344,7,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220514,4,14,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220584,6,16,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220864,2,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4220884,6,15,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221184,6,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221434,1,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221564,4,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221664,4,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4221784,6,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222014,6,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222064,2,12,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222184,2,11,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222304,7,15,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4222924,6,14,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223314,3,13,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223654,7,16,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223774,4,15,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4223804,3,15,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224104,2,15,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224754,1,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4224864,2,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225124,7,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225444,3,15,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225704,2,12,2,8,0,86.6667,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4225874,3,15,2,9,60,606.6667,0,145,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
4226144,6,15,2,3,1065,1061.6667,0,238,86.6667,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0
4226214,4,13,2,9,183.3333,715,1564.6667,145,216.6667,30,0,0,50,0,0,0,0,0,0,80,0,0,35,0,0,0,0,0
4226234,5,12,2,9,500,216.6667,1002,117,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4226374,4,16,2,1,24,853.6667,0,66,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0
4226454,4,15,2,8,119,628.3333,890,0,0,3,0,0,0,40,0,0,0,40,0,40,0,0,0,0,0,0,0,0
4226604,3,12,2,9,707,2556.6667,0,76,173.3333,300,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0
4226934,2,12,2,2,0,572,1200,0,0,0,0,0,0,6.6667,0,0,0,6.6667,0,0,0,0,0,0,0,0,0,0
4227054,2,16,2,1,0,346.6667,960,0,0,10,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0
4227484,4,15,2,8,29,260,0,149,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
4227574,4,12,2,4,90,1430,0,276,325,70,0,0,650,73.3333,0,0,65,8.3333,0,90,0,100,53.3333,175,0,0,0,0
4227764,3,12,2,1,450,260,0,98,43.3333,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,68,0,0,0
4227964,5,12,2,9,431.6667,1214.6667,0,138,130,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0
4228114,2,12,2,8,0,173.3333,354,42,30.3333,0,0,0,0,2.6667,0,0,0,2.6667,0,0,0,0,0,0,14,0,0,0
4228204,5,13,2,2,665,845,0,49,0,0,0,0,0,125,0,0,0,0,0,120,0,0,0,0,0,0,0,80
4228264,6,16,2,4,132.3333,1061.6667,0,628,303.3333,110,0,0,0,118,0,0,0,0,0,80,0,80,0,125,36,0,0,0
4228364,3,12,2,9,116,780,0,200,433.3333,140,0,0,0,0,0,0,0,0,0,80,0,0,0,0,48,0,0,0
4229044,5,16,2,8,348,346.6667,0,1944,0,0,0,0,0,29,15,15,0,14,0,65,0,1391,7.6667,0,0,0,0,0
4229194,6,15,2,2,70,628.3333,1100,0,0,0,0,0,0,113.3333,0,0,0,13.3333,0,70,0,0,0,0,0,0,0,100
4229354,6,15,2,4,179,1018.3333,0,40,325,10,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0
4229374,5,10,2,5,463.3333,866.6667,2300,234,0,0,0,0,0,130,0,0,100,0,0,400,0,70,133.3333,0,0,0,0,30
4230034,7,16,2,8,379,898.6667,0,50,118.6667,100.6667,334,0,0,0,0,0,0,0,0,250,0,0,0,0,0,0,0,0
4230054,6,14,2,3,1077,801.6667,0,20,0,130,0,0,0,100,100,100,0,0,0,150,0,0,0,0,0,0,0,0
4230214,2,12,2,8,138,151.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
4230444,6,16,2,5,66,1083.3333,0,73,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0
4230954,4,10,2,8,93.3333,108.3333,1005,0,0,0,0,0,0,30,0,0,0,30,0,0,93.3333,0,0,0,0,0,0,0
4231244,7,12,2,8,0,346.6667,474,0,0,0,0,0,0,6.6667,0,0,0,6.6667,0,0,0,0,0,0,0,0,0,0
4231264,6,15,2,1,175,853.6667,0,336,151.6667,110,0,0,0,30,0,0,0,0,0,150,0,139,3.3333,0,2,0,0,0
4231404,4,12,2,9,281.6667,78,1050,144,65,75,0,0,35,183.3333,0,0,0,33.3333,0,150,0,60,100,20,0,0,0,0
4231524,4,15,2,2,823.3333,931.6667,0,201,108.3333,100,0,0,0,157,0,0,0,0,0,240,53.3333,80,0,0,0,0,0,100
4231614,6,12,2,9,61,541.6667,0,99,65,0,0,0,0,0,0,0,0,0,0,55,0,0,62.6667,0,0,0,0,0
4231744,2,12,2,1,400,801.6667,0,69,216.6667,30,0,0,0,0,0,0,0,0,0,400,0,0,6.6667,0,0,0,0,0
4231794,6,16,2,1,343.3333,1170,0,32,650,450,0,0,0,166.6667,0,0,0,166.6667,0,0,343.3333,0,25,0,135,0,0,0
4231864,5,13,2,2,343.3333,650,0,545,216.6667,0,0,0,0,0,0,0,0,0,0,30,0,450,0,0,0,0,0,0
4231944,2,16,2,8,20,69.3333,0,454,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0
4232014,2,10,2,8,96,312,231,77,0,17,0,0,0,136,56,56,0,80,0,0,96,0,50,30,15,0,0,0
4232804,7,16,2,1,154,456,0,2000,0,101.6667,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0
4232834,2,10,2,9,80,680.3333,1200,62,30.3333,0,0,0,0,80,0,0,0,80,0,0,80,0,0,0,0,0,0,0
4232874,7,11,2,8,672,563.3333,900,93,0,80,0,0,0,0,0,0,0,0,0,160,0,0,0,0,0,0,0,0
4233314,1,15,2,8,32,238.3333,0,82,65,0,0,0,0,4,0,0,0,4,0,32,0,0,5,9,0,0,0,0
4233594,2,15,2,9,720,436,0,40,0,0,0,0,0,66.6667,0,0,0,66.6667,0,30,0,40,0,0,0,0,0,0
4233644,3,12,2,8,130,563.3333,1200,60,173.3333,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0
4233894,4,12,2,1,231,411.6667,0,126,21.6667,0,211,0,0,0,0,0,0,0,0,136.3333,0,50,0,0,0,0,0,0
4233904,4,12,2,9,348,1733.3333,1200,47,433.3333,0,0,0,250,184,0,0,0,142,0,200,0,0,0,0,0,0,0,42
4233914,5,12,2,3,539,1255,0,489,150,20,0,0,0,0,0,0,0,0,0,150,0,200,11.6667,0,0,0,0,0
4233994,6,15,2,3,40,1136.6667,0,873,530,30,0,0,0,0,0,0,0,0,0,40,0,200,0,0,5,0,0,0
4234044,2,15,2,7,0,433.3333,0,32,0,40,0,0,0,6.6667,0,0,0,6.6667,0,0,0,32,0,0,0,0,0,0
4234244,6,15,2,3,1938.3333,167.3333,0,153,163,40,221,0,0,20,0,0,0,20,0,301,120,25,33.3333,0,26,0,0,0
4234824,6,13,2,3,791.6667,606.6667,0,147,216.6667,100,100,0,0,0,0,0,0,0,0,30,0,40,0,0,12,0,0,0
4235184,5,15,2,1,844,520,1729,91,130,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0
4235364,2,15,2,4,50,736.6667,1850,80,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0
4235504,5,12,2,5,293.6667,953.3333,0,231,216.6667,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4235764,5,15,2,9,543.6667,195,0,64,0,15,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4235874,4,16,2,8,414.3333,455,665,56,86.6667,30,0,0,0,5,0,0,0,5,0,30,4.3333,0,95,0,0,0,0,0
4235894,1,11,2,8,0,411.6667,1403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236314,4,15,2,8,322,1386.6667,1750,149,520,600,0,0,235,13.3333,0,0,0,13.3333,0,40,0,10,0,0,0,0,0,0
4236364,5,13,2,3,595.3333,1733.3333,0,0,433.3333,0,0,0,300,320,0,0,120,0,0,409.3333,0,0,0,0,0,0,200,0
4236394,2,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4236424,7,12,2,9,1075,1733.3333,0,0,520,0,0,0,0,0,0,0,0,0,0,400,0,0,0,0,0,0,0,0
4236724,7,11,2,9,915,1416.6667,1386,168,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40
4236754,4,12,2,8,659,606.6667,0,340,0,0,0,0,0,156,0,0,79,0,0,140,0,100,0,0,0,0,0,0
4236834,6,15,2,1,629,1300,0,433,520,160,0,0,0,0,0,0,0,0,0,120,0,0,13.3333,0,0,0,0,0
4238124,6,15,2,3,194,3293.3333,0,320,173.3333,40,0,0,0,163,0,0,0,0,0,150,0,30,0,0,0,0,163,0
4238324,7,15,2,6,677.3333,1040,0,921,260,40,0,0,0,100,0,0,0,0,0,360,0,600,0,0,0,0,0,0
4238594,3,16,2,8,0,303.3333,8316.6667,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4238744,5,11,2,1,200.6667,2210,0,163,0,60,0,0,0,0,0,0,0,0,0,174.6667,0,0,0,0,0,0,0,0
4238914,2,12,2,1,1927,1733.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,795,0,0,0,0,0,0,0,0
4239404,6,16,2,3,720,5520,0,12,320,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,0,0,0
4239744,7,14,2,1,575,736.6667,0,0,303.3333,30,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0
4239854,3,12,2,1,886,580.6667,0,216,0,0,0,0,0,97,0,0,0,27,0,98,0,14,26.6667,0,150,0,0,0
4240254,3,12,2,8,593.3333,936,0,168,216.6667,40,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4240854,2,12,2,9,620,1690,0,0,130,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4241014,7,15,2,1,0,1300,0,198,260,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0
4241064,7,12,2,8,16,953.3333,920,70,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
4241284,6,16,2,1,609.3333,1646.6667,0,70,433.3333,0,0,0,0,0,0,0,0,0,0,80,0,50,0,0,0,0,0,0
4241444,7,12,2,1,120,1085.3333,0,167,173.3333,0,0,0,0,0,0,0,0,0,0,120,0,0,13.3333,0,30,0,0,0
4241764,7,15,2,9,1112,1863.3333,0,152,866.6667,0,500,0,0,0,0,0,0,0,0,494,0,0,0,0,0,0,0,0
4241784,7,13,2,4,1009,1271.3333,0,83,0,0,0,0,308,0,0,0,0,0,0,120,92.6667,0,0,0,0,0,0,0
4241974,2,11,2,3,180,1688,2200,125,301.3333,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0
4242274,3,12,2,9,50,1646.6667,2558,0,0,0,0,0,0,53.3333,0,0,0,53.3333,0,0,50,0,0,0,0,0,0,0
4242334,6,15,2,4,2475.3333,4550,0,924,2166.6667,80,0,0,0,150,0,0,0,0,0,804,1536,0,0,0,0,0,0,0
4242404,5,15,2,4,2399.3333,3250,0,1562,0,50,0,0,0,435,100,100,260,0,0,1400,0,1280,20,20,0,0,0,0
4242684,4,12,2,4,229,2426.6667,2000,32,0,80,0,0,0,106.6667,0,0,0,26.6667,0,0,0,0,0,0,0,0,0,0
4242724,4,15,2,3,545,2903.3333,0,254,650,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0
4242814,3,14,2,9,505,2513.3333,0,1423,0,0,1500,0,0,0,0,0,0,0,0,400,0,1190,0,0,0,0,0,0
4242974,2,13,2,8,40,520,785,219,173.3333,0,0,0,0,59.3333,0,0,13,17.3333,0,40,0,26,18,28,18,0,0,0
4243194,6,16,2,1,416.6667,4506.6667,0,668,0,360,0,0,0,0,0,0,0,0,0,0,0,0,115,0,140,0,0,0
4243384,5,15,2,1,319,2175.3333,0,573,346.6667,90,0,0,0,157,0,0,157,0,0,36,0,0,0,216,637,0,0,0
4243624,4,14,2,9,1707.3333,996.6667,0,433,260,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0
4244054,6,15,2,1,404,520,0,1693,0,200,0,0,24,20,0,0,20,0,0,100,0,410,0,0,0,0,0,0
4244534,3,13,2,8,802,433.3333,0,170,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,50,0,0,0
4244614,3,15,2,9,277.3333,2860,1800,326,0,0,0,0,0,10,0,0,0,10,0,0,277.3333,0,0,0,0,0,0,0
4245294,2,11,2,9,0,563.3333,884.6667,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4245434,6,14,2,9,333.3333,1213.3333,3600,0,433.3333,440,0,0,0,50,0,0,0,50,0,0,333.3333,0,0,0,0,0,0,0
4246054,4,16,2,8,0,1733.3333,8316.6667,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4246324,1,11,2,9,0,563.3333,2750,152,0,0,0,0,0,56,0,0,0,56,0,0,0,0,0,0,0,0,0,0
4246434,2,14,2,8,474,433.3333,2890,320,130,0,0,0,0,125,25,0,0,0,0,50,0,200,0,0,0,25,100,0
4246474,4,12,2,9,400,1170,2850,250,173.3333,0,0,0,0,16.6667,0,0,0,16.6667,0,400,0,0,0,0,0,0,0,0
4267183,4,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267184,5,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267203,6,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267563,6,16,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267564,5,16,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267753,7,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267754,7,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267883,2,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4267884,1,14,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268013,4,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268014,7,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268334,7,12,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268474,2,12,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4268553,1,13,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269323,2,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269574,2,14,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269643,7,15,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4269904,4,14,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270124,1,10,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270203,5,15,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270513,2,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270514,2,12,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270533,3,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270534,2,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4270553,6,16,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
